species,state,year,lake.id,level,linf,k,t0,minage,maxage
yellow_perch,mn,2019,04003501,lakeyear,27.55851043,0.411425035,-0.823506665,1,7
yellow_perch,mn,2019,39000200,lakeyear,31.80373789,0.353712969,-0.716761557,1,7
yellow_perch,mn,2019,11020300,lakeyear,13049206.93,1.50659665359804e-07,-5.692288604,2,7
yellow_perch,mn,2019,04003000,lakeyear,39.56368908,0.161623322,-1.275319573,2,7
yellow_perch,mn,2006,69037800,lakeyear,33.68059063,0.192157967,-1.270685631,1,7
yellow_perch,mn,2006,31089600,lakeyear,38.48462044,0.173338087,-0.736540154,2,7
yellow_perch,mn,2006,69069400,lakeyear,33.75127916,0.157469277,-1.892321028,2,7
yellow_perch,mn,2006,31082600,lakeyear,33.0985333,0.214526065,-0.540346465,2,7
yellow_perch,mn,2006,69076500,lakeyear,29.76500202,0.29133522,-0.276048573,2,7
yellow_perch,mn,2006,11014700,lakeyear,46.19202372,0.095999331,-1.763359855,2,7
yellow_perch,mn,2007,11014700,lakeyear,37.07168883,0.11554277,-2.232117595,1,7
yellow_perch,mn,2007,16064500,lakeyear,32.99693652,0.321621009,-0.470252739,1,7
yellow_perch,mn,2007,69037800,lakeyear,175.4526028,0.012552308,-6.026086021,1,7
yellow_perch,mn,2007,69081900,lakeyear,38.21844453,0.142883026,-1.479390312,2,7
yellow_perch,mn,2007,69069400,lakeyear,37.56197428,0.158944898,-1.298989536,1,7
yellow_perch,mn,2007,38081100,lakeyear,32.29478208,0.28310929,-0.567847194,2,7
yellow_perch,mn,2007,69000100,lakeyear,52.3466567,0.054139108,-3.920695887,2,7
yellow_perch,mn,2007,69037600,lakeyear,72.73395824,0.029025723,-6.639338534,2,7
yellow_perch,mn,2007,38078400,lakeyear,260.2552617,0.012008285,-2.763530189,2,7
yellow_perch,mn,2008,69069400,lakeyear,31.10825457,0.204537953,-1.849145565,1,7
yellow_perch,mn,2008,11014700,lakeyear,42.19029936,0.116632432,-1.153452628,2,7
yellow_perch,mn,2008,38040500,lakeyear,28.08793845,0.227327699,-1.095969542,2,7
yellow_perch,mn,2008,38021900,lakeyear,37.19810447,0.130675266,-1.414994913,2,7
yellow_perch,mn,2008,09005700,lakeyear,40.97533781,0.136395589,-1.49432208,1,6
yellow_perch,mn,2008,69000400,lakeyear,38.79438086,0.111261898,-2.090817755,2,7
yellow_perch,mn,2009,11014700,lakeyear,34.71445754,0.146904857,-1.400417184,2,7
yellow_perch,mn,2009,18021200,lakeyear,30.59255463,0.207014694,-1.048863369,3,7
yellow_perch,mn,2009,69037800,lakeyear,7415920.585,3.0090752975026e-07,-4.81918494,2,7
yellow_perch,mn,2009,38006800,lakeyear,28.34684499,0.233856781,-0.853779773,2,7
yellow_perch,mn,2009,18037200,lakeyear,380867485,3.79841250812452e-09,-7.912421337,2,7
yellow_perch,mn,2009,38028900,lakeyear,64.40870967,0.034925261,-4.902423894,2,7
yellow_perch,mn,2009,69084500,lakeyear,35.46363314,0.187608723,-1.626796784,1,7
yellow_perch,mn,2009,38022000,lakeyear,25.90599124,0.455118208,0.872622102,3,7
yellow_perch,mn,1997,11014700,lakeyear,29.13585411,0.22633422,-0.988502844,2,7
yellow_perch,mn,1998,11014700,lakeyear,32.34580341,0.204562173,-0.552652523,2,7
yellow_perch,mn,1999,11014700,lakeyear,71.27326816,0.046301643,-2.864623894,2,7
yellow_perch,mn,2009,69045600,lakeyear,30.34442136,0.444845824,0.413974529,2,7
yellow_perch,mn,2000,11014700,lakeyear,40.27125537,0.109700134,-2.002520127,2,7
yellow_perch,mn,2010,69037800,lakeyear,450.0788857,0.006680185,-3.056237141,1,7
yellow_perch,mn,2010,18037300,lakeyear,36.47684185,0.090433834,-3.234520248,2,7
yellow_perch,mn,2010,11014700,lakeyear,30.91916064,0.223227321,-0.507676441,2,7
yellow_perch,mn,2010,69069400,lakeyear,34.09964326,0.165641293,-2.153800344,1,7
yellow_perch,mn,2010,69084500,lakeyear,29.00798884,0.448898246,-0.49733627,1,7
yellow_perch,mn,2001,11014700,lakeyear,28.94295146,0.286410827,-0.268866817,2,7
yellow_perch,mn,2010,38044300,lakeyear,29.03894776,0.372185742,0.0919599,2,7
yellow_perch,mn,2002,11014700,lakeyear,34.24400434,0.178004938,-0.717714533,2,7
yellow_perch,mn,2011,69037800,lakeyear,89.30866814,0.029521014,-5.14556397,1,7
yellow_perch,mn,2011,11014700,lakeyear,55.245195,0.061884779,-2.805947524,2,7
yellow_perch,mn,2011,38057300,lakeyear,274.4799411,0.006761357,-5.684859648,2,7
yellow_perch,mn,2011,38004700,lakeyear,2627967991,6.98355560714569e-10,-6.183412371,1,7
yellow_perch,mn,2003,11014700,lakeyear,29.63597476,0.269312416,-0.384922589,2,7
yellow_perch,mn,2004,11014700,lakeyear,28.85915007,0.303922307,-0.011701141,2,7
yellow_perch,mn,2005,11014700,lakeyear,35.51202715,0.174871653,-0.346728739,2,7
yellow_perch,mn,2011,69075000,lakeyear,30.43924947,0.356650042,-0.552724376,1,7
yellow_perch,mn,2011,69069400,lakeyear,36.6666607,0.151768348,-2.061791667,1,7
yellow_perch,mn,2011,69084500,lakeyear,28.84078247,0.462435164,-0.433253743,1,7
yellow_perch,mn,2012,31085200,lakeyear,28.26477362,0.328111056,-0.190535787,2,7
yellow_perch,mn,2012,69074900,lakeyear,64.71353507,0.041758148,-3.718974137,2,7
yellow_perch,mn,2012,31015700,lakeyear,1666.670666,0.001189504,-5.489984306,2,7
yellow_perch,mn,2012,11014700,lakeyear,124623819.4,1.84161087838245e-08,-4.043315931,1,7
yellow_perch,mn,2012,69084200,lakeyear,38.56887478,0.122580535,-2.041649353,1,7
yellow_perch,mn,2012,69037200,lakeyear,43.01178687,0.125191421,-1.369155276,2,7
yellow_perch,mn,2012,38039500,lakeyear,36.83606199,0.145815515,-2.573447884,2,7
yellow_perch,mn,2012,69084100,lakeyear,346948244.3,5.04294837968833e-09,-5.29833455,2,7
yellow_perch,mn,2012,69037800,lakeyear,31.482122,0.195477597,-2.10677333,1,7
yellow_perch,mn,2012,69069400,lakeyear,31.82337427,0.258181984,-1.227427516,1,7
yellow_perch,mn,2012,69084500,lakeyear,32.39284104,0.352643579,-0.583431948,1,7
yellow_perch,mn,2012,09002900,lakeyear,25.1315997,0.280188351,0.042528951,3,7
yellow_perch,mn,2012,69069300,lakeyear,72.46555326,0.048864921,-3.037174923,1,7
yellow_perch,mn,2013,01006200,lakeyear,29.4880088,0.338409085,0.226981417,2,7
yellow_perch,mn,2013,69069400,lakeyear,30.22117508,0.333455294,-0.616169862,1,7
yellow_perch,mn,2013,69084500,lakeyear,31.0577309,0.37900968,-0.553822513,1,7
yellow_perch,mn,2014,11014700,lakeyear,148.3795419,0.0170057,-3.661376104,2,7
yellow_perch,mn,2014,38066600,lakeyear,26.5824084,0.313491186,-0.5295376,2,7
yellow_perch,mn,2014,69037100,lakeyear,37.43785977,0.134478543,-1.503947297,2,7
yellow_perch,mn,2014,38074400,lakeyear,59.24162512,0.061961734,-2.711693571,2,7
yellow_perch,mn,2014,38003600,lakeyear,427601930.7,5.8534808638746e-09,-2.834244177,2,7
yellow_perch,mn,2014,69069400,lakeyear,29.25754,0.453597413,0.084367733,1,7
yellow_perch,mn,2014,69084500,lakeyear,30.18872414,0.519837235,0.198278512,1,7
yellow_perch,mn,2015,38053900,lakeyear,36.53118751,0.177823113,-1.499866392,1,7
yellow_perch,mn,2015,69051100,lakeyear,52.53205666,0.093041712,-1.776390341,1,7
yellow_perch,mn,2015,38054000,lakeyear,67.82291416,0.060507989,-2.312261573,3,7
yellow_perch,mn,2015,69069400,lakeyear,32.58005583,0.284712738,-0.621826572,1,7
yellow_perch,mn,2015,69084500,lakeyear,34.77748058,0.295073262,-0.558591895,1,7
yellow_perch,mn,2016,11014700,lakeyear,346783525.1,6.95398648326985e-09,-3.392465162,1,7
yellow_perch,mn,2016,38068600,lakeyear,36.14928232,0.140630815,-1.751524718,1,7
yellow_perch,mn,2016,69037200,lakeyear,37.05634946,0.142668205,-1.757207497,2,7
yellow_perch,mn,2016,09005700,lakeyear,282413352.7,6.64267090661522e-09,-5.711245092,2,7
yellow_perch,mn,2016,69037800,lakeyear,20.60704901,0.602455318,-1.025866751,1,6
yellow_perch,mn,2016,69069400,lakeyear,69.91788509,0.058444901,-2.749880708,1,7
yellow_perch,mn,2016,69084500,lakeyear,34.88447637,0.286134836,-0.617455956,1,7
yellow_perch,mn,2016,38039600,lakeyear,48.13764249,0.077470446,-3.957245874,1,7
yellow_perch,mn,2017,11014700,lakeyear,4553870215,4.76769395791113e-10,-4.462779538,2,7
yellow_perch,mn,2017,01010500,lakeyear,23.39664717,0.46179812,-0.618919071,2,7
yellow_perch,mn,2017,31055400,lakeyear,90.99319234,0.042390507,-2.657312362,2,7
yellow_perch,mn,2017,69037800,lakeyear,25.71014775,0.196393186,-3.718428777,1,7
yellow_perch,mn,2017,38028900,lakeyear,33.94663841,0.109543558,-2.897921216,2,7
yellow_perch,mn,2017,69069400,lakeyear,29.2980423,0.365667902,-0.238500776,1,7
yellow_perch,mn,2017,69084500,lakeyear,36.09675011,0.239585751,-0.708600274,1,7
yellow_perch,mn,2017,38008000,lakeyear,38.381487,0.127413313,-2.549239001,1,7
yellow_perch,mn,2017,69069300,lakeyear,32.49787304,0.209836828,-1.005285376,2,7
yellow_perch,mn,2018,01006200,lakeyear,34.86064464,0.147620407,-2.278588943,1,7
yellow_perch,mn,2018,69061300,lakeyear,36.91487671,0.162391745,-1.171253698,2,7
yellow_perch,mn,2018,11030500,lakeyear,392395696.9,5.47199982427619e-09,-4.341625033,2,7
yellow_perch,mn,2018,69037800,lakeyear,38.19795329,0.106628412,-3.350281487,1,7
yellow_perch,mn,2018,69069400,lakeyear,36.05754127,0.17910622,-1.571170879,1,7
yellow_perch,mn,2018,69084500,lakeyear,37.24041461,0.230233624,-0.629828398,2,7
yellow_perch,mn,2019,38053900,lakeyear,156.3109446,0.018925311,-4.015763822,1,7
yellow_perch,mn,2019,69069400,lakeyear,30.39202334,0.27184283,-0.93271811,1,7
yellow_perch,mn,2019,11030500,lakeyear,27.12360757,0.170914704,-1.962301309,1,7
yellow_perch,mn,2019,69084500,lakeyear,36.88894855,0.201727378,-1.156697546,1,7
yellow_perch,mn,2019,69069300,lakeyear,27.43383255,0.317411171,-0.41147383,2,7
yellow_perch,mn,2006,48000200,lakeyear,40.21198869,0.168066256,-1.532223928,1,7
yellow_perch,mn,2006,86019000,lakeyear,26.91496701,0.507497048,0.177303425,0,6
yellow_perch,mn,2007,48000200,lakeyear,34.48289187,0.244041615,-1.290185091,1,7
yellow_perch,mn,2008,27013300,lakeyear,18.57323039,0.403915353,-1.785813932,2,7
yellow_perch,mn,2008,48000200,lakeyear,31.52987062,0.31175354,-0.771999567,0,7
yellow_perch,mn,2009,48000200,lakeyear,27.88673179,0.597686742,0.597518985,2,7
yellow_perch,mn,2010,27013300,lakeyear,603605186.9,2.46348071069071e-09,-7.483111543,2,7
yellow_perch,mn,2010,70007200,lakeyear,27.19968086,0.293185692,-0.486995557,3,7
yellow_perch,mn,2010,48000200,lakeyear,36.23800972,0.180221762,-1.560818076,1,7
yellow_perch,mn,2011,48000200,lakeyear,34.86876775,0.20037837,-1.556436415,1,7
yellow_perch,mn,2012,48000200,lakeyear,30.59226802,0.303785659,-1.239822046,0,7
yellow_perch,mn,2013,48000200,lakeyear,32.35655661,0.32629708,-0.873680675,0,7
yellow_perch,mn,2013,25000100,lakeyear,30.36343652,0.462372236,-1.132614338,1,5
yellow_perch,mn,2014,48000200,lakeyear,35.60877586,0.196206758,-1.429123008,1,7
yellow_perch,mn,2015,48000200,lakeyear,36.5136097,0.230430906,-0.675107601,1,7
yellow_perch,mn,2015,25000100,lakeyear,23.52107378,1939.137187,-0.565315904,0,7
yellow_perch,mn,2016,27013300,lakeyear,18.3303384,0.471217516,-2.00478375,1,7
yellow_perch,mn,2016,48000200,lakeyear,46.02683489,0.125141006,-2.086758775,1,7
yellow_perch,mn,2016,25000100,lakeyear,22.09326438,842.9628033,-4.14217077,1,7
yellow_perch,mn,2017,48000200,lakeyear,132.9734438,0.028026058,-3.15447354,1,7
yellow_perch,mn,2017,25000100,lakeyear,29.01487134,0.485414272,-0.953521574,1,7
yellow_perch,mn,2018,48000200,lakeyear,41.34421552,0.177075518,-1.426642824,1,7
yellow_perch,mn,2018,25000100,lakeyear,30.89737367,0.397250759,-1.174536213,1,6
yellow_perch,mn,2019,48000200,lakeyear,60.9557304,0.077978874,-2.345814882,1,7
yellow_perch,mn,2006,17000700,lakeyear,29.69656355,0.345292043,-0.805208662,1,7
yellow_perch,mn,2006,53002800,lakeyear,19.29729888,5.677014052,-2.532420293,1,7
yellow_perch,mn,2007,51008100,lakeyear,31.27921105,0.262470575,-1.479171039,1,7
yellow_perch,mn,2007,73020002,lakeyear,23.32043235,0.581189182,-0.343865998,1,6
yellow_perch,mn,2007,42002000,lakeyear,33.71606097,0.26549204,-0.952286708,1,7
yellow_perch,mn,2007,76014600,lakeyear,26.88378457,1.202868606,0.303745,1,6
yellow_perch,mn,2010,76014600,lakeyear,28.20898637,0.745797024,-0.153898471,1,5
yellow_perch,mn,2014,41011000,lakeyear,21.03030303,1439600239,-8.673804506,1,5
yellow_perch,mn,2015,06015200,lakeyear,23.71573606,163.6986595,0.433995982,1,6
yellow_perch,mn,2016,06015200,lakeyear,69.31743556,0.070218898,-3.479050747,1,5
yellow_perch,mn,2018,41011000,lakeyear,31.53643455,0.382677959,-1.29963329,1,5
yellow_perch,mn,2018,40009201,lakeyear,19.5615382,34.1034869,-1.129644262,1,6
yellow_perch,mn,2019,06015200,lakeyear,19.27781423,17.68922126,-4.690148254,1,7
yellow_perch,mn,2019,41011000,lakeyear,29.12004712,0.554969125,-0.588658681,1,5
bluegill,mn,2006,03038600,lakeyear,38.76188847,0.091447121,-0.890316761,2,8
bluegill,mn,2006,03038700,lakeyear,28.72889225,0.153132948,-0.999850246,2,8
bluegill,mn,2006,03028600,lakeyear,41.18061305,0.068984261,-2.12407595,2,7
bluegill,mn,2006,60020200,lakeyear,31.31284981,0.151619089,-0.904153615,1,8
bluegill,mn,2006,03032300,lakeyear,38.48310655,0.09374232,-1.143639751,2,6
bluegill,mn,2006,44000300,lakeyear,21.63497478,0.56660873,0.194408654,1,7
bluegill,mn,2006,29004800,lakeyear,31.98109311,0.086139072,-2.174126497,1,8
bluegill,mn,2006,21016000,lakeyear,32.6415758,0.102196944,-0.783453942,1,8
bluegill,mn,2006,11041300,lakeyear,82.96951225,0.025902294,-1.214109458,3,8
bluegill,mn,2006,29014200,lakeyear,16.61234123,0.846601199,0.772996229,2,6
bluegill,mn,2006,29018500,lakeyear,32.58778429,0.07359835,-3.867243945,2,8
bluegill,mn,2006,04005300,lakeyear,18.73755696,0.54991937,1.137161813,3,8
bluegill,mn,2006,11027900,lakeyear,430974553.1,4.11716198858069e-09,-2.752814977,1,8
bluegill,mn,2006,21022600,lakeyear,24.88563978,0.258005696,0.934102988,3,8
bluegill,mn,2006,11036100,lakeyear,779151559.4,2.2636184814069e-09,-1.857153688,2,8
bluegill,mn,2006,11048200,lakeyear,496055092,3.22136159274415e-09,-2.177249395,2,8
bluegill,mn,2006,11048000,lakeyear,79031185.13,2.4146969397415e-08,-1.176472275,3,8
bluegill,mn,2006,11035500,lakeyear,21.88841878,0.264764593,1.177125526,3,8
bluegill,mn,2006,21024200,lakeyear,20.20122217,0.386311845,1.709112168,3,8
bluegill,mn,2006,21009400,lakeyear,77.6635163,0.033094237,-0.339691216,4,8
bluegill,mn,2006,04001100,lakeyear,26.284793,0.164550285,0.591998317,3,8
bluegill,mn,2006,21010200,lakeyear,26.50801764,0.175145198,0.120917124,2,8
bluegill,mn,2006,61004100,lakeyear,23.55980723,0.163871009,0.041798191,2,8
bluegill,mn,2006,56024300,lakeyear,18.768431,0.45520621,1.18742879,3,8
bluegill,mn,2006,56038300,lakeyear,28.91685288,0.136950796,-0.604642627,2,8
bluegill,mn,2006,56038603,lakeyear,18.75259235,1.127547783,3.096836048,4,8
bluegill,mn,2006,56061300,lakeyear,30.77262765,0.186831352,-0.128239721,2,8
bluegill,mn,2006,56043700,lakeyear,32.79494294,0.097278899,-2.457942417,1,7
bluegill,mn,2006,56030300,lakeyear,21.19618686,0.275140158,0.014549808,1,8
bluegill,mn,2006,56074701,lakeyear,102.6488499,0.024786682,-2.22893046,1,7
bluegill,mn,2006,56052200,lakeyear,27.06621975,0.282424567,1.017142626,3,7
bluegill,mn,2006,56023800,lakeyear,45.64520121,0.061533197,-1.462962275,2,8
bluegill,mn,2006,56019100,lakeyear,21.09747646,0.342236437,0.687976419,2,8
bluegill,mn,2006,56017800,lakeyear,25.29670913,0.196585717,-1.904552463,1,8
bluegill,mn,2007,03021300,lakeyear,25.38429497,0.215334122,-0.823815201,2,8
bluegill,mn,2007,03016600,lakeyear,20.98104975,0.416114533,0.612471585,2,8
bluegill,mn,2007,03026400,lakeyear,12811679.1,1.17061641052819e-07,-4.086326816,2,8
bluegill,mn,2007,56057700,lakeyear,216.8929266,0.011644436,-0.51985574,3,8
bluegill,mn,2007,04013202,lakeyear,24.52791884,0.258098483,0.417681643,2,8
bluegill,mn,2007,03037100,lakeyear,24.18158663,0.176690819,-0.428101194,2,8
bluegill,mn,2007,44000100,lakeyear,33.66955072,0.088667107,-1.305437813,2,8
bluegill,mn,2007,04004900,lakeyear,19.86327205,0.37985503,0.317811251,2,8
bluegill,mn,2007,56050100,lakeyear,20.69992818,0.341999405,0.615023071,2,8
bluegill,mn,2007,21021600,lakeyear,28.90433936,0.167289519,-0.974162759,1,7
bluegill,mn,2007,56023900,lakeyear,21.05373093,0.254350551,0.192973966,2,8
bluegill,mn,2007,03032800,lakeyear,27.10123504,0.20431614,-0.138254643,2,8
bluegill,mn,2007,11025000,lakeyear,25.53213332,0.166101651,0.537001984,3,8
bluegill,mn,2007,21008300,lakeyear,19.92149123,0.430323336,1.334841463,4,8
bluegill,mn,2007,04015900,lakeyear,33.36260711,0.153375203,-0.652772711,0,8
bluegill,mn,2007,56095001,lakeyear,20.7396455,0.235266622,-1.293932692,1,7
bluegill,mn,2007,56078400,lakeyear,216989904.4,9.49118108914699e-09,-1.775107079,2,8
bluegill,mn,2007,04015500,lakeyear,23.95022618,0.510482631,0.311215656,1,8
bluegill,mn,2007,03038100,lakeyear,17.9514361,0.25832507,-1.236953103,1,8
bluegill,mn,2007,56022900,lakeyear,24.42088704,0.199757917,-1.110763448,1,6
bluegill,mn,2007,11012000,lakeyear,140.5486191,0.014761496,-3.323354033,1,8
bluegill,mn,2007,56072400,lakeyear,16.59875004,0.516477841,0.676701972,2,7
bluegill,mn,2007,56039000,lakeyear,24.92413204,0.200259167,0.02957843,2,7
bluegill,mn,2007,03015300,lakeyear,34.33093494,0.103806873,-1.675068775,1,8
bluegill,mn,2007,21012300,lakeyear,33.81904331,0.104707575,-0.121283966,2,8
bluegill,mn,2007,11017400,lakeyear,23.44234476,0.14880944,-0.795087403,2,8
bluegill,mn,2007,03058800,lakeyear,22.60272518,0.25425755,-0.626287583,2,7
bluegill,mn,2007,56038602,lakeyear,31.59444599,0.110934048,-0.964493576,2,8
bluegill,mn,2007,56016000,lakeyear,18.79718666,0.237812169,-0.99805251,2,7
bluegill,mn,2007,56076001,lakeyear,28.78829972,0.163958426,-0.346855746,2,8
bluegill,mn,2007,56062000,lakeyear,32.2856681,0.130982108,-0.540007287,2,8
bluegill,mn,2008,03057600,lakeyear,25.12979315,0.265303939,-0.032106506,1,8
bluegill,mn,2008,03018900,lakeyear,22.54063299,0.309293752,-0.018526563,2,8
bluegill,mn,2008,21005400,lakeyear,20.42711695,0.465254987,1.406257683,3,8
bluegill,mn,2008,03035500,lakeyear,20.83780837,0.351796774,0.387490793,2,8
bluegill,mn,2008,03058200,lakeyear,25.25832212,0.26393958,0.163759377,1,8
bluegill,mn,2008,03025800,lakeyear,20.46037104,0.509136352,0.618198586,2,7
bluegill,mn,2008,29002500,lakeyear,22.89484036,0.199822765,-0.134116207,3,8
bluegill,mn,2008,56035800,lakeyear,134886423,1.13618410812538e-08,-5.411950701,3,8
bluegill,mn,2008,03065700,lakeyear,24.50027498,0.284449731,0.357197387,2,8
bluegill,mn,2008,15001000,lakeyear,25.13005339,0.167089995,-0.037228947,2,8
bluegill,mn,2008,11020000,lakeyear,33.48917314,0.100778448,-0.873845408,2,8
bluegill,mn,2008,11027400,lakeyear,21.81273008,0.27012211,0.931566434,2,8
bluegill,mn,2008,56069500,lakeyear,29.10087458,0.152294683,0.279411129,2,8
bluegill,mn,2008,61006600,lakeyear,23.78872327,0.235371047,0.139074646,2,6
bluegill,mn,2008,21008000,lakeyear,20.22488318,0.262372252,0.422488103,3,8
bluegill,mn,2008,56076800,lakeyear,27.82261873,0.168710984,-0.061934922,2,8
bluegill,mn,2008,03023400,lakeyear,99.99121175,0.025807313,-1.570887182,1,7
bluegill,mn,2008,21005700,lakeyear,17.56229127,0.466071868,0.574552193,2,8
bluegill,mn,2008,03036000,lakeyear,26.05175529,0.176542289,-0.217372237,2,7
bluegill,mn,2008,29004500,lakeyear,78.42194657,0.017969196,-5.279222755,3,8
bluegill,mn,2008,56078600,lakeyear,24.96755598,0.242454984,0.345554957,2,8
bluegill,mn,2008,11041300,lakeyear,20.26788988,0.249770084,0.368054421,3,8
bluegill,mn,2008,03013600,lakeyear,1147546755,1.69165140215356e-09,-2.6016748,3,8
bluegill,mn,2008,29000700,lakeyear,70.45598721,0.031636823,-2.828424921,2,8
bluegill,mn,2008,21005200,lakeyear,23.04181362,0.218237412,-0.285293575,2,8
bluegill,mn,2008,03024102,lakeyear,45.13741864,0.059453625,-2.929864382,2,8
bluegill,mn,2008,56013800,lakeyear,31.23884178,0.130927701,0.241223142,2,8
bluegill,mn,2008,29018000,lakeyear,56.77335605,0.042974305,-2.255706377,1,8
bluegill,mn,2008,56038700,lakeyear,21.63173417,0.267173168,0.133243141,2,8
bluegill,mn,2008,56038601,lakeyear,22.51228459,0.333680015,1.356085647,3,8
bluegill,mn,2008,11041100,lakeyear,26.2205213,0.191618802,-0.449388837,1,7
bluegill,mn,2008,29014800,lakeyear,32.02467163,0.098822487,-1.967727946,2,8
bluegill,mn,2008,61006400,lakeyear,23.49062803,0.206807044,0.528130733,2,8
bluegill,mn,2008,56087700,lakeyear,34.06706226,0.115620865,-0.607354054,2,8
bluegill,mn,2008,56033500,lakeyear,28.94762277,0.143411254,-0.698383577,2,8
bluegill,mn,2008,03057500,lakeyear,26.33255402,0.188882959,-0.202414583,1,7
bluegill,mn,2008,11041200,lakeyear,28.09723118,0.099192419,-1.079308119,2,8
bluegill,mn,2008,56047500,lakeyear,38.1465648,0.091073454,-1.042903211,2,8
bluegill,mn,2008,56032800,lakeyear,48.57816589,0.056504022,-1.503078071,2,8
bluegill,mn,2008,11035800,lakeyear,22.18022289,0.289211,0.022548841,2,7
bluegill,mn,2009,26000200,lakeyear,23.47060163,0.40906241,1.088397532,2,8
bluegill,mn,2009,11008600,lakeyear,664.901065,0.003128961,-3.194565292,1,8
bluegill,mn,2009,21021200,lakeyear,22.09415731,0.354123942,1.650001684,3,8
bluegill,mn,2009,11002600,lakeyear,21.22071504,0.27239023,0.482448532,2,8
bluegill,mn,2009,15007900,lakeyear,25.10339593,0.650843269,1.224427753,2,8
bluegill,mn,2009,56023800,lakeyear,49.87040287,0.057422225,-0.03852645,3,8
bluegill,mn,2009,60002200,lakeyear,26.62197768,0.240641015,-0.043432071,2,7
bluegill,mn,2009,04012000,lakeyear,23.03945307,0.592341344,1.934825847,3,7
bluegill,mn,2009,29008500,lakeyear,23.4991157,0.213495766,-0.074498801,2,8
bluegill,mn,2009,56074702,lakeyear,22.39242832,0.345379604,0.818898674,2,8
bluegill,mn,2009,29016100,lakeyear,37.11458733,0.060706028,-1.933432874,3,8
bluegill,mn,2009,21010800,lakeyear,24.11093785,0.203549487,0.725490845,3,8
bluegill,mn,2009,03047500,lakeyear,27.91370212,0.165803367,-0.76095528,1,8
bluegill,mn,2009,03035900,lakeyear,25.5109727,0.257907206,-0.354383036,1,7
bluegill,mn,2009,56065800,lakeyear,28.20758081,0.184706883,-0.015221455,1,8
bluegill,mn,2009,11038300,lakeyear,27.37941041,0.137733712,0.018195287,3,8
bluegill,mn,2009,21014400,lakeyear,21.75604719,0.194894981,-0.765772278,2,8
bluegill,mn,2009,11012000,lakeyear,24.02851197,0.252373334,0.366608921,2,8
bluegill,mn,2009,21021300,lakeyear,38.3414732,0.089769038,-0.571056867,2,8
bluegill,mn,2009,56074701,lakeyear,56.68641135,0.046260065,-1.645149236,2,8
bluegill,mn,2009,11050500,lakeyear,21.19332864,0.622044644,1.086879397,2,7
bluegill,mn,2009,21014500,lakeyear,103.1934468,0.023079392,-1.477385226,2,8
bluegill,mn,2009,29018400,lakeyear,65.38156638,0.032161983,-2.554181991,3,8
bluegill,mn,2009,56038300,lakeyear,24.26937065,0.218769901,0.116852822,2,8
bluegill,mn,2009,29025000,lakeyear,19.10676303,0.372981361,0.678152354,3,8
bluegill,mn,2009,21009200,lakeyear,19.59777873,0.46330333,0.651564527,2,8
bluegill,mn,2009,21015100,lakeyear,62.33253491,0.042412666,-1.961217891,2,7
bluegill,mn,2009,29009300,lakeyear,43.74035635,0.058058722,-2.417441998,2,8
bluegill,mn,2009,56036000,lakeyear,47.18474654,0.062589056,-0.210944424,2,8
bluegill,mn,2009,56091500,lakeyear,31.07386864,0.102958472,-1.174818411,3,8
bluegill,mn,2009,44002300,lakeyear,24.32927817,0.239520122,-0.493683446,1,8
bluegill,mn,2009,56053200,lakeyear,30.92838538,0.120966512,-1.397639335,1,8
bluegill,mn,2009,56029800,lakeyear,27.405082,0.142546573,-1.819841081,1,8
bluegill,mn,2009,56037800,lakeyear,36.63077325,0.09014174,-2.162994089,1,8
bluegill,mn,2010,03050300,lakeyear,25.14776965,0.246061431,0.631532935,3,8
bluegill,mn,2010,61011100,lakeyear,19.68521502,0.398040479,0.46062423,2,8
bluegill,mn,2010,56021400,lakeyear,19.63125535,0.284929073,0.491574279,2,8
bluegill,mn,2010,56042300,lakeyear,59.36718208,0.050766627,0.264955902,3,8
bluegill,mn,2010,56072800,lakeyear,44.28022877,0.081605739,-0.168151403,2,8
bluegill,mn,2010,03019500,lakeyear,22.73160628,0.433322128,0.005920858,1,7
bluegill,mn,2010,56043000,lakeyear,21.30553931,0.317210703,0.818431649,2,8
bluegill,mn,2010,21024200,lakeyear,20.34779512,0.276377384,0.676992135,2,8
bluegill,mn,2010,56051900,lakeyear,37.61492085,0.134899679,1.00571076,3,8
bluegill,mn,2010,60030500,lakeyear,20.93815651,0.443993636,-0.276283771,1,7
bluegill,mn,2010,56072700,lakeyear,28.73081581,0.182943692,1.237392238,3,8
bluegill,mn,2010,11007700,lakeyear,22.95848488,0.174023828,-0.426164332,2,8
bluegill,mn,2010,21014000,lakeyear,20.00949964,0.491186553,0.229223196,1,8
bluegill,mn,2010,56023900,lakeyear,25.35452306,0.205315862,0.560591322,2,8
bluegill,mn,2010,03029300,lakeyear,24.09592904,0.276966038,-0.265518117,2,8
bluegill,mn,2010,56011400,lakeyear,30.81735812,0.125147402,0.083851102,3,8
bluegill,mn,2010,04002400,lakeyear,22.91424209,0.330987814,0.783490961,2,8
bluegill,mn,2010,11047600,lakeyear,470.8520644,0.003891695,-2.792413073,2,8
bluegill,mn,2010,56024000,lakeyear,34.4901143,0.111905492,-0.129139691,2,8
bluegill,mn,2010,56011601,lakeyear,44.95745974,0.066079193,-0.46785383,2,8
bluegill,mn,2010,44003800,lakeyear,25.10342565,0.238161731,-0.622633662,1,7
